Bot Index,Bot Task,Bot,gpt-4o-2024-11-20
2510,LivingBot 24,LivingBot,Operational
2511,LivingBot 4,LivingBot,Operational
2512,LivingBot 13,LivingBot,Operational
2513,LivingBot 6,LivingBot,Information provision
2514,LivingBot 7,LivingBot,Operational
2515,LivingBot 20,LivingBot,Information provision
2516,LivingBot 18,LivingBot,Information provision
2517,LivingBot 21,LivingBot,Operational
2518,LivingBot 19,LivingBot,Operational
2519,LivingBot,LivingBot,Operational
2520,LivingBot 15,LivingBot,Information provision
2521,LivingBot 23,LivingBot,Operational
2522,LivingBot 12,LivingBot,Operational
2523,LivingBot 9,LivingBot,Operational
2524,LivingBot 17,LivingBot,Operational
2525,LivingBot 14,LivingBot,Operational
2526,LivingBot 22,LivingBot,Operational
2527,LivingBot 16,LivingBot,Information provision
2528,LkolblyBot,LkolblyBot,Operational
2529,Llamabot,Llamabot,Exception management
2530,Lockalbot,Lockalbot,Interwiki
2531,Locke Bot,Locke Bot,Other
2532,Locobot,Locobot,Interwiki
2533,Locobot 2,Locobot,Operational
2534,LoganBot,LoganBot,Other
2535,LolBot,LolBot,Other
2536,LolsimonBot,LolsimonBot,Other
2537,Longbot,Longbot,Other
2538,Lonjers french region rename bot,Lonjers french region rename bot,Operational
2539,LordAnubisBOT,LordAnubisBOT,Interwiki
2540,LostBot 2,LostBot,Task allocation
2541,LostBot,LostBot,Task allocation
2542,Louperibot,Louperibot,Other
2543,LourdesBot,LourdesBot,Operational
2544,Loveless,Loveless,Interwiki
2545,Lowercase sigmabot,Lowercase sigmabot,Operational
2546,Lowercase sigmabot I,Lowercase sigmabot I,Other
2547,Lowercase sigmabot II,Lowercase sigmabot II,Operational
2548,Lowercase sigmabot III,Lowercase sigmabot III,Other
2549,Lowercase sigmabot III 2,Lowercase sigmabot III,Information provision
2550,Lowercase sigmabot IV,Lowercase sigmabot IV,Information provision
2551,Lowercase sigmabot IV 1,Lowercase sigmabot IV,Exception management
2552,Lowercase sigmabot V,Lowercase sigmabot V,Other
2553,LoxyBot,LoxyBot,Other
2554,Lsmb-release-bot,Lsmb-release-bot,Operational
2555,Lt-wiki-bot,Lt-wiki-bot,Interwiki
2556,Luasóg bot 2,Luasóg bot,Operational
2557,Luasóg bot,Luasóg bot,Operational
2558,Lucasbfrbot,Lucasbfrbot,Operational
2559,Lucia Bot,Lucia Bot,Task allocation
2560,LucienBOT,LucienBOT,Interwiki
2561,Luckas-bot,Luckas-bot,Interwiki
2562,LuddsBot,LuddsBot,Operational
2563,LuisBot01,LuisBot01,Exception management
2564,Luke081515Bot,Luke081515Bot,Information provision
2565,Luke081515Bot 2,Luke081515Bot,Operational
2566,Lunabot,Lunabot,Information provision
2567,LupinBot,LupinBot,Operational
2568,Luuvabot,Luuvabot,Interwiki
2569,LuvRobot,LuvRobot,Operational
2570,LyricsBot,LyricsBot,Operational
2571,M-Bot,M-Bot,Interwiki
2572,MABot,MABot,Other
2573,MARIA DEL BARRRIO,MARIA DEL BARRRIO,Other
2574,MBisanzBot 2,MBisanzBot,Exception management
2575,MBisanzBot 6,MBisanzBot,Operational
2576,MBisanzBot 5,MBisanzBot,Operational
2577,MBisanzBot,MBisanzBot,Operational
2578,MBisanzBot 8,MBisanzBot,Exception management
2579,MBisanzBot 3,MBisanzBot,Operational
2580,MBisanzBot 7,MBisanzBot,Task allocation
2581,MBisanzBot 4,MBisanzBot,Operational
2582,MBot~enwiki,MBot~enwiki,Information provision
2583,MCBot 2,MCBot,Operational
2584,MCBot 3,MCBot,Interwiki
2585,MCBot,MCBot,Operational
2586,MDanielsBot 7,MDanielsBot,Exception management
2587,MDanielsBot 4,MDanielsBot,Exception management
2588,MDanielsBot 9,MDanielsBot,Operational
2589,MDanielsBot 6,MDanielsBot,Other
2590,MDanielsBot 8,MDanielsBot,Operational
2591,MDanielsBot 5,MDanielsBot,Exception management
2592,MDanielsBot,MDanielsBot,Operational
2593,MDelgadoBot,MDelgadoBot,Operational
2594,MGA73bot,MGA73bot,Interwiki
2595,MGA73bot 5,MGA73bot,Operational
2596,MGA73bot 3,MGA73bot,Operational
2597,MGA73bot 4,MGA73bot,Interwiki
2598,MGA73bot 2,MGA73bot,Operational
2599,MHP07Bot,MHP07Bot,Other
2600,MMABot 3,MMABot,Operational
2601,MMABot 2,MMABot,Operational
2602,MMABot,MMABot,Operational
2603,MMOGMailBot,MMOGMailBot,Task allocation
2604,MMOGMailMan,MMOGMailMan,Information provision
2605,MOSNUM Bot 2,MOSNUM Bot,Operational
2606,MOSNUM Bot,MOSNUM Bot,Operational
2607,MPUploadBot,MPUploadBot,Operational
2608,MPUploadBot,MPUploadBot,Operational
2609,MPUploadBot 3,MPUploadBot,Exception management
2610,MPUploadBot 2,MPUploadBot,Operational
2611,MSBOT,MSBOT,Interwiki
2612,MTC RoBOT,MTC RoBOT,Other
2613,MWOAPBot,MWOAPBot,Other
2614,Maathavanbot,Maathavanbot,Operational
2615,MaatyBot,MaatyBot,Interwiki
2616,Mabdulbot,Mabdulbot,Other
2617,MacBot,MacBot,Operational
2618,MacMed auto,MacMed auto,Other
2619,MacMedBot,MacMedBot,Operational
2620,Macro Bot,Macro Bot,Other
2621,MadMarkbot,MadMarkbot,Other
2622,Madhubot,Madhubot,Operational
2623,MadmanBot 2,MadmanBot,Information provision
2624,MadmanBot 6,MadmanBot,Exception management
2625,MadmanBot 15,MadmanBot,Information provision
2626,MadmanBot 3,MadmanBot,Task division
2627,MadmanBot,MadmanBot,Task division
2628,MadmanBot 5,MadmanBot,Operational
2629,MadmanBot 13,MadmanBot,Information provision
2630,MadmanBot 4,MadmanBot,Operational
2631,MadmanBot 14,MadmanBot,Operational
2632,MadmanBot 12,MadmanBot,Operational
2633,MadmanBot 8,MadmanBot,Other
2634,MadmanBot 8,MadmanBot,Operational
2635,MadmanBot 9,MadmanBot,Task allocation
2636,MadmanBot 11,MadmanBot,Exception management
2637,MadmanBot 17,MadmanBot,Other
2638,MadmanBot 16,MadmanBot,Information provision
2639,MadmanBot 7,MadmanBot,Other
2640,MadmanBot 7,MadmanBot,Operational
2641,MadmanBot 10,MadmanBot,Operational
2642,MadmanBot 10,MadmanBot,Other
2643,Maelgwnbot 5,Maelgwnbot,Operational
2644,Maelgwnbot 8,Maelgwnbot,Task allocation
2645,Maelgwnbot 3,Maelgwnbot,Operational
2646,Maelgwnbot 4,Maelgwnbot,Operational
2647,Maelgwnbot 6,Maelgwnbot,Information provision
2648,Maelgwnbot 7,Maelgwnbot,Operational
2649,Maelgwnbot 2,Maelgwnbot,Operational
2650,Maelgwnbot,Maelgwnbot,Operational
2651,Magic links bot,Magic links bot,Operational
2652,MagnusA.Bot,MagnusA.Bot,Interwiki
2653,MahdiBot,MahdiBot,Interwiki
2654,MahdiBot 3,MahdiBot,Interwiki
2655,MahdiBot 2,MahdiBot,Other
2656,Main Page Image Bot,Main Page Image Bot,Operational
2657,Maintenance script,Maintenance script,Other
2658,Mainulmizan bot,Mainulmizan bot,Other
2659,Mairibot,Mairibot,Operational
2660,MajavahBot,MajavahBot,Exception management
2661,MajavahBot 4,MajavahBot,Operational
2662,MajavahBot 3,MajavahBot,Information provision
2663,MajavahBot 5,MajavahBot,Operational
2664,MajordomoBot,MajordomoBot,Other
2665,Makecat-bot 4,Makecat-bot,Operational
2666,Makecat-bot 3,Makecat-bot,Operational
2667,Makecat-bot 6,Makecat-bot,Exception management
2668,Makecat-bot,Makecat-bot,Interwiki
2669,Makecat-bot 5,Makecat-bot,Operational
2670,Makecat-bot 2,Makecat-bot,Operational
2671,Makecat-bot 1,Makecat-bot,Interwiki
2672,Maksim-bot,Maksim-bot,Interwiki
2673,MalafayaBot,MalafayaBot,Interwiki
2674,MalarzBOT,MalarzBOT,Interwiki
2675,MalnadachBot 8,MalnadachBot,Operational
2676,MalnadachBot 10,MalnadachBot,Operational
2677,MalnadachBot 11,MalnadachBot,Operational
2678,MalnadachBot 6,MalnadachBot,Operational
2679,MalnadachBot 14,MalnadachBot,Operational
2680,MalnadachBot 4,MalnadachBot,Operational
2681,MalnadachBot,MalnadachBot,Operational
2682,MalnadachBot 3,MalnadachBot,Operational
2683,MalnadachBot 2,MalnadachBot,Operational
2684,MalnadachBot 7,MalnadachBot,Operational
2685,MalnadachBot 12,MalnadachBot,Operational
2686,MalnadachBot 9,MalnadachBot,Operational
2687,MalnadachBot 5,MalnadachBot,Operational
2688,MalnadachBot 13,MalnadachBot,Operational
2689,MandelBot,MandelBot,Operational
2690,Manishbot,Manishbot,Task allocation
2691,Manubot,Manubot,Interwiki
2692,Margosbot~enwiki,Margosbot~enwiki,Interwiki
2693,MarkelBot,MarkelBot,Operational
2694,MarmaseBot,MarmaseBot,Other
2695,MarshBot,MarshBot,Other
2696,Martin's bot,Martin's bot,Operational
2697,MartinBot,MartinBot,Exception management
2698,MartinBot4647,MartinBot4647,Exception management
2699,MartinBotII 5,MartinBotII,Task division
2700,MartinBotII,MartinBotII,Information provision
2701,MartinBotII 3,MartinBotII,Operational
2702,MartinBotII 2,MartinBotII,Task allocation
2703,MartinBotII 4,MartinBotII,Task division
2704,MartinBotIII 4,MartinBotIII,Operational
2705,MartinBotIII 3,MartinBotIII,Task allocation
2706,MartinBotIII,MartinBotIII,Operational
2707,MartinBotIII 6,MartinBotIII,Operational
2708,MartinBotIII 2,MartinBotIII,Operational
2709,MartinBotIII 5,MartinBotIII,Operational
2710,MartinBotIV 2,MartinBotIV,Exception management
2711,MartinBotIV,MartinBotIV,Exception management
2712,MastersBot,MastersBot,Task allocation
2713,MastiBot,MastiBot,Interwiki
2714,MathCoolBot,MathCoolBot,Operational
2715,MathFoRBot,MathFoRBot,Information provision
2716,Mathbot,Mathbot,Information provision
2717,MathoBot,MathoBot,Other
2718,Matt Crypto (bot),Matt Crypto (bot),Task division
2719,Matthewrb,Matthewrb,Other
2720,Matthewrbot,Matthewrbot,Task division
2721,MauchoBot,MauchoBot,Task allocation
2722,MauritsBot,MauritsBot,Interwiki
2723,MayorofrosharonBot,MayorofrosharonBot,Other
2724,MazinBot,MazinBot,Operational
2725,Mbak Dede,Mbak Dede,Interwiki
2726,McM.bot,McM.bot,Interwiki
2727,Mcarling,Mcarling,Operational
2728,Mcrbot,Mcrbot,Information provision
2729,Mdann52 2,Mdann52,Other
2730,Mdann52 IMG bot,Mdann52 IMG bot,Operational
2731,Mdann52 bot 3,Mdann52 bot,Operational
2732,Mdann52 bot 4,Mdann52 bot,Task division
2733,Mdann52 bot 6,Mdann52 bot,Operational
2734,Mdann52 bot 5,Mdann52 bot,Operational
2735,Mdann52 bot 12,Mdann52 bot,Information provision
2736,Mdann52 bot 2,Mdann52 bot,Other
2737,Mdann52 bot 7,Mdann52 bot,Operational
2738,Mdann52 bot 9,Mdann52 bot,Operational
2739,Mdann52 bot,Mdann52 bot,Operational
2740,Mdann52 bot 11,Mdann52 bot,Operational
2741,Mdann52 bot 14,Mdann52 bot,Operational
2742,Mdann52 bot 10,Mdann52 bot,Operational
2743,Mdann52 bot 15,Mdann52 bot,Operational
2744,Mdann52 bot 13,Mdann52 bot,Operational
2745,Mdann52 bot 8,Mdann52 bot,Operational
2746,Mdcollins (AWB),Mdcollins (AWB),Operational
2747,MdupontBot,MdupontBot,Operational
2748,MedHrox,MedHrox,Other
2749,MedcabBot,MedcabBot,Information provision
2750,MedcabBot 2,MedcabBot,Information provision
2751,MedcabBot2,MedcabBot2,Other
2752,MediaWiki message delivery,MediaWiki message delivery,Information provision
2753,MediationBot,MediationBot,Task allocation
2754,MediationBot1,MediationBot1,Other
2755,Medicator,Medicator,Other
2756,MedusaBOT,MedusaBOT,Other
2757,Meker Edtitor1,Meker Edtitor1,Other
2758,MelonBot 12,MelonBot,Operational
2759,MelonBot 5,MelonBot,Information provision
2760,MelonBot 3,MelonBot,Task allocation
2761,MelonBot 2,MelonBot,Task allocation
2762,MelonBot 10,MelonBot,Operational
2763,MelonBot 6,MelonBot,Task division
2764,MelonBot 9,MelonBot,Operational
2765,MelonBot 8,MelonBot,Task division
2766,MelonBot 11,MelonBot,Operational
2767,MelonBot,MelonBot,Task division
2768,MelonBot 7,MelonBot,Task division
2769,MelonBot 4,MelonBot,Operational
2770,MelsaranAWB,MelsaranAWB,Operational
2771,Memty Bot,Memty Bot,Other
2772,MenasimBot 2,MenasimBot,Task allocation
2773,MenasimBot,MenasimBot,Interwiki
2774,Mendeleevbot,Mendeleevbot,Operational
2775,MenoBot 2,MenoBot,Task allocation
2776,MenoBot 4,MenoBot,Operational
2777,MenoBot 3,MenoBot,Operational
2778,MenoBot,MenoBot,Interwiki
2779,MenoBot II,MenoBot II,Operational
2780,Mentibot,Mentibot,Interwiki
2781,MercuryBot,MercuryBot,Information provision
2782,Merge bot 2,Merge bot,Operational
2783,Merge bot,Merge bot,Task division
2784,MerlBot,MerlBot,Information provision
2785,MerlIwBot,MerlIwBot,Interwiki
2786,MerlLinkBot,MerlLinkBot,Operational
2787,MessageDeliveryBot,MessageDeliveryBot,Information provision
2788,MessedRobot II,MessedRobot II,Information provision
2789,MessengerBot~enwiki,MessengerBot~enwiki,Other
2790,MetaplasticityBot,MetaplasticityBot,Information provision
2791,MetapointBot,MetapointBot,Operational
2792,MetricSupporter89Bot,MetricSupporter89Bot,Other
2793,Metriki,Metriki,Other
2794,MetrikiBot,MetrikiBot,Other
2795,MetsBot 10,MetsBot,Operational
2796,MetsBot 4,MetsBot,Operational
2797,MetsBot 5,MetsBot,Operational
2798,MetsBot 2,MetsBot,Operational
2799,MetsBot 9,MetsBot,Operational
2800,MetsBot 7,MetsBot,Operational
2801,MetsBot 3,MetsBot,Operational
2802,MetsBot,MetsBot,Operational
2803,MetsBot 8,MetsBot,Operational
2804,MetsBot 12,MetsBot,Other
2805,MetsBot 11,MetsBot,Exception management
2806,MetsBot 6,MetsBot,Exception management
2807,MfDBot,MfDBot,Operational
2808,Mgmbot,Mgmbot,Operational
2809,MichaelBillingtonBot,MichaelBillingtonBot,Operational
2810,MichaelkourlasBot,MichaelkourlasBot,Exception management
2811,Miffrabot,Miffrabot,Operational
2812,MifterBot,MifterBot,Exception management
2813,MifterBot I,MifterBot I,Operational
2814,MifterBot I 2,MifterBot I,Operational
2815,Mihas-bot,Mihas-bot,Interwiki
2816,Mike's bot account,Mike's bot account,Operational
2817,MikemoralBot,MikemoralBot,Operational
2818,MilHistBot 8,MilHistBot,Task division
2819,MilHistBot 3,MilHistBot,Reward provision
2820,MilHistBot 1,MilHistBot,Information provision
2821,MilHistBot 6,MilHistBot,Task division
2822,MilHistBot,MilHistBot,Task division
2823,MilHistBot 7,MilHistBot,Task allocation
2824,MilHistBot 2,MilHistBot,Task division
2825,MilHistBot 5,MilHistBot,Task division
2826,MilHistBot 4,MilHistBot,Reward provision
2827,Milk's Favorite Bot 2,Milk's Favorite Bot,Exception management
2828,Milk's Favorite Bot,Milk's Favorite Bot,Operational
2829,Milk's Favorite Bot II,Milk's Favorite Bot II,Interwiki
2830,Milk's Favorite Bot III,Milk's Favorite Bot III,Exception management
2831,Mindlramibot,Mindlramibot,Other
2832,Minsbot,Minsbot,Interwiki
2833,MinunBot,MinunBot,Exception management
2834,MinusBot,MinusBot,Operational
2835,Mir Almaat 1 S1,Mir Almaat 1 S1,Other
2836,Mirror Bot,Mirror Bot,Information provision
2837,MisterWiki,MisterWiki,Exception management
2838,MisterWikiBot,MisterWikiBot,Information provision
2839,MisterWikiBot 2,MisterWikiBot,Interwiki
2840,MiszaBot,MiszaBot,Information provision
2841,MiszaBot I,MiszaBot I,Information provision
2842,MiszaBot II,MiszaBot II,Information provision
2843,MiszaBot III,MiszaBot III,Information provision
2844,MixBot,MixBot,Operational
2845,MizBot,MizBot,Exception management
2846,Mjbmrbot,Mjbmrbot,Interwiki
2847,Mkdw Bot,Mkdw Bot,Other
2848,Mmbot,Mmbot,Other
2849,MnidBot,MnidBot,Operational
2850,Mobius Bot 2,Mobius Bot,Task division
2851,Mobius Bot,Mobius Bot,Operational
2852,Mobius Bot 3,Mobius Bot,Operational
2853,MohandesBot,MohandesBot,Other
2854,MolandBot,MolandBot,Other
2855,MomijiRoBot,MomijiRoBot,Other
2856,MondalorBot,MondalorBot,Interwiki
2857,MondalorBot 2,MondalorBot,Interwiki
2858,Monkbot 3,Monkbot,Operational
2859,Monkbot 17,Monkbot,Operational
2860,Monkbot 10,Monkbot,Operational
2861,Monkbot 14,Monkbot,Operational
2862,Monkbot 7,Monkbot,Operational
2863,Monkbot 12,Monkbot,Operational
2864,Monkbot 8,Monkbot,Operational
2865,Monkbot 13,Monkbot,Operational
2866,Monkbot 11,Monkbot,Operational
2867,Monkbot,Monkbot,Operational
2868,Monkbot 1,Monkbot,Operational
2869,Monkbot 9,Monkbot,Operational
2870,Monkbot 4,Monkbot,Operational
2871,Monkbot 6,Monkbot,Operational
2872,Monkbot 15,Monkbot,Operational
2873,Monkbot 19,Monkbot,Operational
2874,Monkbot 5,Monkbot,Operational
2875,Monkbot 18,Monkbot,Operational
2876,Monkbot 2,Monkbot,Operational
2877,Monkbot 16,Monkbot,Operational
2878,MonoBot 4,MonoBot,Operational
2879,MonoBot 10,MonoBot,Exception management
2880,MonoBot 5,MonoBot,Other
2881,MonoBot 8,MonoBot,Operational
2882,MonoBot 7,MonoBot,Exception management
2883,MonoBot 9,MonoBot,Exception management
2884,MonoBot,MonoBot,Task division
2885,MonoBot 3,MonoBot,Operational
2886,MonoBot 6,MonoBot,Operational
2887,MonoBot 2,MonoBot,Operational
2888,MoohanBOT 7,MoohanBOT,Operational
2889,MoohanBOT 9,MoohanBOT,Operational
2890,MoohanBOT 3,MoohanBOT,Operational
2891,MoohanBOT 6,MoohanBOT,Operational
2892,MoohanBOT,MoohanBOT,Task allocation
2893,MoohanBOT 5,MoohanBOT,Task allocation
2894,MoohanBOT 8,MoohanBOT,Operational
2895,MoohanBOT 2,MoohanBOT,Operational
2896,MoohanBOT 4,MoohanBOT,Operational
2897,MoondyneAWB,MoondyneAWB,Other
2898,MoondyneBot,MoondyneBot,Operational
2899,MoovidaBot,MoovidaBot,Other
2900,MotinBot,MotinBot,Task allocation
2901,Movses-bot,Movses-bot,Interwiki
2902,Mr.Z-bot 7,Mr.Z-bot,Exception management
2903,Mr.Z-bot 3,Mr.Z-bot,Exception management
2904,Mr.Z-bot 8,Mr.Z-bot,Information provision
2905,Mr.Z-bot 5,Mr.Z-bot,Operational
2906,Mr.Z-bot 2,Mr.Z-bot,Operational
2907,Mr.Z-bot,Mr.Z-bot,Operational
2908,Mr.Z-bot 6,Mr.Z-bot,Information provision
2909,Mr.Z-bot 4,Mr.Z-bot,Information provision
2910,MrClogBot,MrClogBot,Other
2911,MrVanBot,MrVanBot,Interwiki
2912,MscannjrBOT,MscannjrBOT,Other
2913,MuZebot,MuZebot,Task division
2914,MuZebot 2,MuZebot,Task allocation
2915,Muhbot,Muhbot,Operational
2916,Mulder416sBot,Mulder416sBot,Operational
2917,Muninnbot,Muninnbot,Information provision
2918,Munjabot~usurped,Munjabot~usurped,Other
2919,Muro Bot 5,Muro Bot,Operational
2920,Muro Bot,Muro Bot,Other
2921,Muro Bot,Muro Bot,Operational
2922,Muro Bot 3,Muro Bot,Interwiki
2923,Muro Bot 4,Muro Bot,Operational
2924,Muro Bot 2,Muro Bot,Interwiki
2925,MusikBot 4,MusikBot,Information provision
2926,MusikBot 17,MusikBot,Information provision
2927,MusikBot 2,MusikBot,Information provision
2928,MusikBot 6,MusikBot,Operational
2929,MusikBot 14,MusikBot,Information provision
2930,MusikBot 8,MusikBot,Task division
2931,MusikBot 12,MusikBot,Task division
2932,MusikBot 7,MusikBot,Task division
2933,MusikBot 16,MusikBot,Information provision
2934,MusikBot 5,MusikBot,Information provision
2935,MusikBot 3,MusikBot,Operational
2936,MusikBot 15,MusikBot,Operational
2937,MusikBot 10,MusikBot,Operational
2938,MusikBot,MusikBot,Information provision
2939,MusikBot 9,MusikBot,Operational
2940,MusikBot 11,MusikBot,Operational
2941,MusikBot 13,MusikBot,Information provision
2942,MusikBot II,MusikBot II,Exception management
2943,MusikBot II 3,MusikBot II,Exception management
2944,MusikBot II 4,MusikBot II,Operational
2945,MusikBot II 2,MusikBot II,Operational
2946,Mutleybot,Mutleybot,Operational
2947,MykhalBot,MykhalBot,Operational
2948,MystBot,MystBot,Interwiki
2949,Mz7 (bot),Mz7 (bot),Information provision
2950,N-Bot,N-Bot,Operational
2951,N96bot,N96bot,Other
2952,NHRHS2010bot,NHRHS2010bot,Exception management
2953,NKbot 2,NKbot,Operational
2954,NKbot,NKbot,Exception management
2955,NLHBot,NLHBot,Exception management
2956,NNBot,NNBot,Task division
2957,NNBot II,NNBot II,Exception management
2958,NVS(bot),NVS(bot),Other
2959,NW557Bot 2,NW557Bot,Operational
2960,NW557Bot,NW557Bot,Operational
2961,Nadeemulhaqmir-bot,Nadeemulhaqmir-bot,Operational
2962,Nallimbot,Nallimbot,Interwiki
2963,NameBot~enwiki,NameBot~enwiki,Task division
2964,NanoBot,NanoBot,Other
2965,Naohiro19bot,Naohiro19bot,Other
2966,Naomi2319bot,Naomi2319bot,Other
2967,NathanBot,NathanBot,Other
2968,Natig98bot,Natig98bot,Other
2969,NationalRegisterBot 2,NationalRegisterBot,Operational
2970,NationalRegisterBot,NationalRegisterBot,Task allocation
2971,Naudefjbot~enwiki,Naudefjbot~enwiki,Other
2972,Navi-bot,Navi-bot,Information provision
2973,Navibot,Navibot,Operational
2974,NavouBot 2,NavouBot,Exception management
2975,NavouBot,NavouBot,Operational
2976,Nearly Headless Bot,Nearly Headless Bot,Other
2977,NedBot,NedBot,Operational
2978,NeechalBOT,NeechalBOT,Other
2979,NekoBot,NekoBot,Information provision
2980,NekoBot (Re-approval),NekoBot (Re-approval),Exception management
2981,NekoDaemon,NekoDaemon,Operational
2982,NeraBot,NeraBot,Task allocation
2983,NerdyScienceBot,NerdyScienceBot,Other
2984,NetBot,NetBot,Other
2985,NeuRobot 2,NeuRobot,Operational
2986,NeuRobot,NeuRobot,Operational
2987,NeuRobot 3,NeuRobot,Operational
2988,Newsletterbot,Newsletterbot,Task allocation
2989,Newsletterbot 2,Newsletterbot,Other
2990,Nguoimay,Nguoimay,Other
2991,Nichalp-bot,Nichalp-bot,Other
2992,NightmareBot,NightmareBot,Operational
2993,NihiltresBot,NihiltresBot,Operational
2994,NihiltresBot 2,NihiltresBot,Operational
2995,NihlusBOT 7,NihlusBOT,Operational
2996,NihlusBOT,NihlusBOT,Operational
2997,NihlusBOT 11,NihlusBOT,Operational
2998,NihlusBOT 4,NihlusBOT,Operational
2999,NihlusBOT 10,NihlusBOT,Operational
3000,NihlusBOT 8,NihlusBOT,Operational
3001,NihlusBOT 6,NihlusBOT,Operational
3002,NihlusBOT 9,NihlusBOT,Operational
3003,NihlusBOT 5,NihlusBOT,Operational
3004,NihlusBOT 2,NihlusBOT,Operational
3005,NihlusBOT 3,NihlusBOT,Operational
3006,NilfaBot,NilfaBot,Operational
3007,Nitrobot,Nitrobot,Exception management
3008,Nixbot,Nixbot,Operational
3009,NjardarBot,NjardarBot,Interwiki
3010,NlHBot,NlHBot,Exception management
3011,NoSandboxesHere,NoSandboxesHere,Operational
3012,NobelBot,NobelBot,Interwiki
3013,Noble Story Bot,Noble Story Bot,Other
3014,Nobot~enwiki,Nobot~enwiki,Task division
3015,NoclaimsBot,NoclaimsBot,Operational
3016,NodBot,NodBot,Interwiki
3017,NohatBot,NohatBot,Other
3018,NolBot,NolBot,Operational
3019,Nomenclaturebrowser,Nomenclaturebrowser,Interwiki
3020,Non-Free Content Compliance Bot,Non-Free Content Compliance Bot,Exception management
3021,Non-Free Content Compliance Bot,Non-Free Content Compliance Bot,Exception management
3022,Non-bot:Lightmouse,Non-bot:Lightmouse,Operational
3023,Nono le petit robot,Nono le petit robot,Interwiki
3024,NoomBot 6,NoomBot,Task division
3025,NoomBot 3,NoomBot,Operational
3026,NoomBot 2,NoomBot,Information provision
3027,NoomBot 8,NoomBot,Information provision
3028,NoomBot 4,NoomBot,Operational
3029,NoomBot,NoomBot,Operational
3030,NoomBot 5,NoomBot,Operational
3031,NoomBot 7,NoomBot,Task division
3032,NorefBot,NorefBot,Operational
3033,NotACoolBot,NotACoolBot,Exception management
3034,NotPlanter,NotPlanter,Operational
3035,NothingBot,NothingBot,Operational
3036,NothingBot 1,NothingBot,Operational
3037,NothingBot (2nd request),NothingBot (2nd request),Information provision
3038,Nothingbot,Nothingbot,Information provision
3039,NotifyBot,NotifyBot,Information provision
3040,NovBot,NovBot,Interwiki
3041,NovemBot 2,NovemBot,Operational
3042,NovemBot 7,NovemBot,Information provision
3043,NovemBot 6,NovemBot,Operational
3044,NovemBot,NovemBot,Task division
3045,NovemBot 4,NovemBot,Operational
3046,NovemBot 3,NovemBot,Operational
3047,NovemBot 5,NovemBot,Task division
3048,NrhpBot,NrhpBot,Task division
3049,NukeBot,NukeBot,Task allocation
3050,Null edit bot,Null edit bot,Operational
3051,Numberguy6Bot,Numberguy6Bot,Task division
3052,Numbo3,Numbo3,Other
3053,Numbo3-bot 2,Numbo3-bot,Information provision
3054,Numbo3-bot,Numbo3-bot,Interwiki
3055,Numbo3-bot 3,Numbo3-bot,Operational
3056,Numptybot,Numptybot,Other
3057,NyappyBOT,NyappyBOT,Other
3058,Nyubot,Nyubot,Operational
3059,O bot,O bot,Operational
3060,O98-bot,O98-bot,Exception management
3061,OAbot 3,OAbot,Operational
3062,OAbot 2,OAbot,Operational
3063,OAbot,OAbot,Operational
3064,OKBot,OKBot,Operational
3065,OKBot 5,OKBot,Operational
3066,OKBot 4,OKBot,Operational
3067,OKBot 3,OKBot,Exception management
3068,OKBot 6,OKBot,Operational
3069,OKBot 2,OKBot,Exception management
3070,OKBot II~enwiki,OKBot II~enwiki,Other
3071,ONKbot,ONKbot,Other
3072,Obersachsebot,Obersachsebot,Interwiki
3073,OccultBot,OccultBot,Task allocation
3074,Ocobot 2,Ocobot,Operational
3075,Ocobot,Ocobot,Information provision
3076,OctraBot,OctraBot,Other
3077,OgreBot,OgreBot,Operational
3078,OgreBot 2,OgreBot,Operational
3079,Ohmpandya,Ohmpandya,Operational
3080,Ohms Law Bot 2,Ohms Law Bot,Operational
3081,Ohms Law Bot,Ohms Law Bot,Information provision
3082,Ohms Law Bot 3,Ohms Law Bot,Operational
3083,OlafJanssenBot,OlafJanssenBot,Other
3084,OldMedcabBot,OldMedcabBot,Operational
3085,Omar2040Bot,Omar2040Bot,Other
3086,OmarGhridaBot,OmarGhridaBot,Operational
3087,OmniBot,OmniBot,Operational
3088,OmniBot 4,OmniBot,Operational
3089,OmniBot 6,OmniBot,Operational
3090,OmniBot 3,OmniBot,Task division
3091,OmniBot 2,OmniBot,Operational
3092,OmniBot 5,OmniBot,Operational
3093,One bot,One bot,Operational
3094,OpenlibraryBot,OpenlibraryBot,Interwiki
3095,Ops Monitor (WMF),Ops Monitor (WMF),Information provision
3096,OrBot,OrBot,Interwiki
3097,Oreobot,Oreobot,Operational
3098,OrophinBot,OrophinBot,Interwiki
3099,OrphanBot,OrphanBot,Exception management
3100,OrphanTagRemoverBot,OrphanTagRemoverBot,Operational
3101,Orphaned image deletion bot,Orphaned image deletion bot,Exception management
3102,Orphaned talkpage deletion bot,Orphaned talkpage deletion bot,Operational
3103,OsamaKBOT 4,OsamaKBOT,Exception management
3104,OsamaKBOT,OsamaKBOT,Interwiki
3105,OsamaKBOT 5,OsamaKBOT,Exception management
3106,OsamaKBOT 3,OsamaKBOT,Operational
3107,OsamaKBOT (2),OsamaKBOT (2),Operational
3108,OsamaKBOT II,OsamaKBOT II,Operational
3109,OsamaKBOT II (2),OsamaKBOT II (2),Operational
3110,Otto,Otto,Exception management
